Nome da Loja;Estado;Produto;Quantidade;Data;Preço do Produto
Loja A;PR;Produto V;18;2023-12-07 00:00:00;250,97
Loja E;PR;Produto Z;13;2023-08-02 00:00:00;428,57
Loja E;RJ;Produto V;12;2023-11-26 00:00:00;450,92
Loja B;SP;Produto Z;2;2023-06-24 00:00:00;393,06
Loja A;PR;Produto X;12;2024-03-19 00:00:00;471,79
Loja B;SP;Produto X;6;2023-07-20 00:00:00;489,92
Loja C;PR;Produto Y;1;2024-09-08 00:00:00;133,14
Loja B;RS;Produto W;1;2023-04-08 00:00:00;100,01
Loja B;MG;Produto Y;15;2023-04-13 00:00:00;229,81
Loja B;PR;Produto Y;16;2024-07-06 00:00:00;498,49
Loja A;RS;Produto W;7;2023-05-31 00:00:00;53,35
Loja B;RJ;Produto Y;14;2023-09-25 00:00:00;358,88
Loja A;RS;Produto W;19;2023-12-18 00:00:00;426,91
Loja D;RJ;Produto Y;19;2024-04-11 00:00:00;498,26
Loja C;PR;Produto X;13;2023-10-05 00:00:00;313,66
Loja A;RJ;Produto Z;12;2024-07-21 00:00:00;196,25
Loja D;RS;Produto Y;1;2023-01-16 00:00:00;91,58
Loja A;MG;Produto Z;12;2024-03-31 00:00:00;491,06
Loja A;SP;Produto V;4;2023-06-28 00:00:00;462,86
Loja C;SP;Produto Y;15;2023-05-14 00:00:00;404,21
Loja E;MG;Produto X;16;2023-09-15 00:00:00;472,45
Loja E;SP;Produto W;15;2023-03-03 00:00:00;39,82
Loja A;PR;Produto X;8;2024-04-26 00:00:00;319,43
Loja B;PR;Produto Z;19;2024-04-21 00:00:00;144,65
Loja D;RS;Produto W;15;2024-09-26 00:00:00;385,14
Loja B;RS;Produto X;18;2023-02-11 00:00:00;56,9
Loja B;RJ;Produto X;11;2024-01-08 00:00:00;136,77
Loja A;RS;Produto X;9;2024-01-08 00:00:00;426,62
Loja A;PR;Produto W;1;2023-10-26 00:00:00;377,23
Loja A;RS;Produto X;9;2023-02-21 00:00:00;496,09
Loja A;SP;Produto X;12;2024-01-14 00:00:00;325,55
Loja E;RJ;Produto Z;2;2023-11-08 00:00:00;158,51
Loja A;RJ;Produto X;11;2024-08-01 00:00:00;278,46
Loja E;PR;Produto X;14;2023-02-28 00:00:00;472,54
Loja E;RS;Produto V;2;2023-10-31 00:00:00;329,36
Loja A;SP;Produto W;15;2023-02-04 00:00:00;441,93
Loja C;RS;Produto V;18;2024-10-09 00:00:00;21,21
Loja D;MG;Produto Z;14;2024-08-10 00:00:00;191,08
Loja B;RS;Produto V;12;2024-05-07 00:00:00;468,3
Loja E;PR;Produto Y;10;2024-05-05 00:00:00;29,25
Loja D;RS;Produto W;14;2023-08-09 00:00:00;264,36
Loja C;RJ;Produto X;15;2024-08-19 00:00:00;179,8
Loja B;SP;Produto V;5;2023-05-03 00:00:00;326,64
Loja B;PR;Produto V;2;2024-12-07 00:00:00;89,49
Loja E;MG;Produto X;6;2023-04-12 00:00:00;330,12
Loja A;SP;Produto X;12;2024-05-29 00:00:00;496
Loja C;SP;Produto Z;2;2023-11-09 00:00:00;142,87
Loja E;RJ;Produto V;4;2024-05-20 00:00:00;236,1
Loja C;RJ;Produto V;7;2024-05-08 00:00:00;24,55
Loja A;RJ;Produto Y;16;2024-10-21 00:00:00;222,68
Loja A;PR;Produto Y;1;2023-07-18 00:00:00;208,94
Loja E;RS;Produto V;1;2024-09-24 00:00:00;286,71
Loja A;SP;Produto Y;14;2024-11-11 00:00:00;135,82
Loja D;RS;Produto V;11;2024-05-27 00:00:00;171,04
Loja B;RS;Produto W;12;2023-11-26 00:00:00;308,85
Loja E;RJ;Produto Z;11;2024-09-12 00:00:00;455,15
Loja C;RS;Produto Y;6;2023-11-23 00:00:00;125,25
Loja D;SP;Produto V;12;2023-01-10 00:00:00;341,95
Loja E;SP;Produto Y;12;2023-05-07 00:00:00;266,7
Loja A;MG;Produto Z;10;2024-10-30 00:00:00;61,26
Loja A;PR;Produto W;8;2023-08-19 00:00:00;287,06
Loja A;RS;Produto X;19;2023-01-15 00:00:00;357,32
Loja A;PR;Produto X;7;2024-05-01 00:00:00;303,14
Loja C;PR;Produto Y;14;2024-03-17 00:00:00;61,16
Loja D;PR;Produto V;4;2024-07-11 00:00:00;428,72
Loja B;PR;Produto Z;1;2023-10-01 00:00:00;30,09
Loja C;SP;Produto W;8;2024-09-09 00:00:00;125,64
Loja C;RS;Produto W;5;2023-01-03 00:00:00;311,7
Loja B;MG;Produto W;8;2023-11-22 00:00:00;116,83
Loja B;PR;Produto X;8;2023-09-10 00:00:00;59,88
Loja A;MG;Produto Z;7;2024-06-17 00:00:00;260,84
Loja C;SP;Produto X;19;2023-02-24 00:00:00;364,01
Loja E;SP;Produto Y;4;2024-03-23 00:00:00;211,27
Loja B;RJ;Produto W;6;2023-10-24 00:00:00;352,25
Loja B;PR;Produto Z;12;2024-09-13 00:00:00;431,72
Loja D;RJ;Produto W;18;2024-01-08 00:00:00;479,81
Loja E;MG;Produto X;12;2024-04-13 00:00:00;124,3
Loja E;RS;Produto X;18;2023-05-16 00:00:00;306,63
Loja B;RJ;Produto X;3;2023-09-03 00:00:00;140,77
Loja A;SP;Produto W;10;2023-03-11 00:00:00;436,75
Loja D;PR;Produto Z;7;2024-04-25 00:00:00;446,24
Loja E;MG;Produto Z;3;2024-06-13 00:00:00;167,86
Loja B;SP;Produto Y;19;2024-05-04 00:00:00;326,22
Loja E;RS;Produto W;13;2024-05-17 00:00:00;444,96
Loja D;PR;Produto Y;4;2024-11-28 00:00:00;259,1
Loja D;RS;Produto Y;10;2023-04-27 00:00:00;363,03
Loja C;RS;Produto Y;6;2023-09-14 00:00:00;402,42
Loja B;PR;Produto Y;1;2024-08-29 00:00:00;437,23
Loja D;PR;Produto X;6;2024-03-03 00:00:00;262,45
Loja C;RS;Produto Y;8;2023-04-25 00:00:00;471,49
Loja C;MG;Produto Z;15;2024-05-08 00:00:00;318,19
Loja E;PR;Produto Y;8;2023-03-03 00:00:00;84,35
Loja E;SP;Produto X;6;2024-05-11 00:00:00;310,1
Loja C;RJ;Produto V;19;2024-09-27 00:00:00;156,25
Loja E;MG;Produto V;14;2023-03-21 00:00:00;192,32
Loja D;PR;Produto V;2;2024-10-20 00:00:00;406,34
Loja A;PR;Produto W;7;2024-04-29 00:00:00;486,94
Loja D;MG;Produto Z;8;2023-01-22 00:00:00;436,23
Loja C;RJ;Produto X;10;2024-08-17 00:00:00;169,64
Loja C;RS;Produto V;13;2023-11-20 00:00:00;232,29
Loja D;SP;Produto X;1;2024-05-31 00:00:00;491,91
Loja E;PR;Produto X;9;2023-09-18 00:00:00;462,53
Loja E;RJ;Produto W;10;2023-05-09 00:00:00;488,7
Loja C;SP;Produto V;2;2024-09-17 00:00:00;222,13
Loja B;MG;Produto Y;11;2023-10-11 00:00:00;402,28
Loja E;PR;Produto X;5;2023-02-16 00:00:00;436,9
Loja D;RS;Produto V;18;2023-07-07 00:00:00;31,69
Loja E;MG;Produto X;7;2023-01-19 00:00:00;140,38
Loja D;PR;Produto W;3;2024-08-21 00:00:00;442,91
Loja C;RJ;Produto W;16;2024-10-15 00:00:00;200,48
Loja E;SP;Produto Y;15;2023-01-08 00:00:00;146,52
Loja D;SP;Produto W;8;2023-02-06 00:00:00;143,62
Loja C;PR;Produto V;5;2024-08-20 00:00:00;193,95
Loja B;MG;Produto W;3;2023-03-13 00:00:00;129,54
Loja D;RS;Produto Y;5;2024-01-16 00:00:00;11,65
Loja B;RJ;Produto Z;9;2023-09-23 00:00:00;94,57
Loja B;PR;Produto X;16;2023-03-08 00:00:00;442,46
Loja A;RJ;Produto X;14;2024-10-14 00:00:00;47,07
Loja E;SP;Produto V;18;2023-03-05 00:00:00;212,37
Loja D;RS;Produto Y;7;2023-01-30 00:00:00;233,68
Loja B;RJ;Produto Y;15;2024-07-10 00:00:00;391,3
Loja A;PR;Produto Y;8;2024-10-07 00:00:00;133,77
Loja C;RS;Produto X;3;2023-01-16 00:00:00;161,72
Loja D;MG;Produto W;11;2023-10-05 00:00:00;17
Loja B;PR;Produto X;18;2024-12-31 00:00:00;452,39
Loja E;RJ;Produto X;15;2023-10-04 00:00:00;345,92
Loja A;RS;Produto X;10;2023-08-09 00:00:00;138,79
Loja B;PR;Produto W;3;2023-07-12 00:00:00;444,88
Loja E;RS;Produto Z;15;2024-10-31 00:00:00;52,42
Loja B;RS;Produto V;6;2023-01-24 00:00:00;190,51
Loja D;RS;Produto Z;11;2023-05-21 00:00:00;286,16
Loja D;RJ;Produto Z;11;2023-01-26 00:00:00;257,7
Loja D;PR;Produto X;19;2023-04-08 00:00:00;330,9
Loja A;SP;Produto Z;3;2023-10-03 00:00:00;155,82
Loja D;SP;Produto X;13;2024-07-26 00:00:00;381,34
Loja E;RJ;Produto X;8;2023-08-31 00:00:00;208,67
Loja B;RJ;Produto V;11;2024-03-08 00:00:00;71,4
Loja C;RS;Produto Y;11;2023-01-09 00:00:00;372,8
Loja E;PR;Produto X;13;2023-09-29 00:00:00;456,85
Loja E;PR;Produto Z;3;2023-02-01 00:00:00;188,57
Loja D;MG;Produto V;6;2024-08-27 00:00:00;298,93
Loja A;MG;Produto Z;10;2024-04-23 00:00:00;347,03
Loja B;SP;Produto Y;19;2023-05-08 00:00:00;417,45
Loja A;MG;Produto W;12;2023-01-17 00:00:00;107,02
Loja B;MG;Produto Y;14;2024-07-06 00:00:00;289,29
Loja B;SP;Produto V;11;2024-04-17 00:00:00;372,78
Loja A;SP;Produto Y;10;2023-10-28 00:00:00;107,57
Loja E;MG;Produto Y;3;2023-02-11 00:00:00;241,52
Loja B;PR;Produto V;13;2023-02-21 00:00:00;237,54
Loja A;MG;Produto V;18;2023-07-07 00:00:00;421,28
Loja B;RS;Produto Z;13;2023-05-31 00:00:00;390,88
Loja C;RS;Produto X;14;2023-09-01 00:00:00;123,64
Loja E;RS;Produto W;14;2024-05-05 00:00:00;124,15
Loja D;RJ;Produto W;7;2023-05-07 00:00:00;364,44
Loja B;RS;Produto W;12;2024-12-17 00:00:00;372,41
Loja C;PR;Produto Y;4;2024-02-13 00:00:00;97,66
Loja D;RJ;Produto V;16;2024-09-03 00:00:00;211,48
Loja D;RJ;Produto V;19;2023-12-10 00:00:00;414,63
Loja B;RS;Produto V;10;2024-08-13 00:00:00;48,92
Loja A;MG;Produto X;16;2024-11-25 00:00:00;193,21
Loja B;SP;Produto V;5;2023-04-08 00:00:00;325,83
Loja C;MG;Produto V;16;2023-03-09 00:00:00;387,83
Loja D;MG;Produto Y;1;2023-01-28 00:00:00;329,8
Loja B;RJ;Produto Z;5;2023-01-29 00:00:00;204,79
Loja A;RJ;Produto W;13;2024-09-25 00:00:00;496,06
Loja B;RJ;Produto Y;13;2023-07-31 00:00:00;30,35
Loja E;PR;Produto Y;3;2024-11-18 00:00:00;252,43
Loja A;PR;Produto Y;17;2024-09-08 00:00:00;259,93
Loja C;SP;Produto W;19;2024-04-24 00:00:00;127,5
Loja D;RJ;Produto Y;5;2023-03-13 00:00:00;283,77
Loja B;RS;Produto Z;5;2024-05-05 00:00:00;117,83
Loja A;RJ;Produto V;15;2023-04-20 00:00:00;227,27
Loja E;PR;Produto Z;10;2023-04-23 00:00:00;221,5
Loja A;RJ;Produto V;12;2024-02-01 00:00:00;388,83
Loja E;PR;Produto V;11;2023-08-20 00:00:00;471,87
Loja C;RJ;Produto Y;1;2023-02-12 00:00:00;109,39
Loja D;RS;Produto Y;3;2023-09-22 00:00:00;495,84
Loja C;SP;Produto W;4;2023-02-15 00:00:00;470,76
Loja B;RS;Produto X;19;2024-07-23 00:00:00;65,2
Loja A;PR;Produto Z;3;2023-08-13 00:00:00;457,06
Loja E;MG;Produto W;18;2024-10-13 00:00:00;286,64
Loja E;RS;Produto W;3;2023-04-11 00:00:00;440,69
Loja A;RJ;Produto Z;7;2023-10-08 00:00:00;473,36
Loja A;SP;Produto Z;1;2023-08-26 00:00:00;430,86
Loja B;RJ;Produto V;19;2024-08-23 00:00:00;207,41
Loja C;RJ;Produto X;18;2023-09-03 00:00:00;322,01
Loja E;RS;Produto Y;2;2024-11-21 00:00:00;237,74
Loja B;SP;Produto X;12;2023-04-09 00:00:00;189,56
Loja C;MG;Produto X;17;2024-12-27 00:00:00;132,85
Loja B;RJ;Produto Y;3;2023-07-19 00:00:00;226,34
Loja E;SP;Produto X;12;2023-09-13 00:00:00;404,93
Loja A;MG;Produto W;12;2024-03-12 00:00:00;423,57
Loja A;RJ;Produto W;6;2024-05-08 00:00:00;479,42
Loja C;SP;Produto Y;10;2024-03-11 00:00:00;152,4
Loja D;RS;Produto Y;6;2024-12-07 00:00:00;328,69
Loja C;RJ;Produto Z;14;2023-01-24 00:00:00;349,95
Loja D;RJ;Produto Z;2;2023-12-29 00:00:00;103,75
Loja B;SP;Produto X;11;2023-09-27 00:00:00;189,77
Loja B;RJ;Produto X;15;2023-08-16 00:00:00;177,71
Loja E;MG;Produto Y;8;2023-05-08 00:00:00;493,1
Loja D;RJ;Produto X;13;2024-06-26 00:00:00;479,61
Loja E;PR;Produto V;19;2023-02-27 00:00:00;412,67
Loja A;MG;Produto W;10;2023-11-21 00:00:00;241,69
Loja D;SP;Produto X;9;2024-10-20 00:00:00;139,4
Loja C;MG;Produto X;18;2023-04-16 00:00:00;458,82
Loja A;PR;Produto Z;7;2024-03-12 00:00:00;141,34
Loja A;PR;Produto V;3;2023-03-26 00:00:00;265,75
Loja C;RJ;Produto X;12;2023-01-02 00:00:00;130,09
Loja A;RJ;Produto W;15;2024-03-12 00:00:00;485,92
Loja D;RS;Produto X;13;2024-03-26 00:00:00;30,46
Loja E;MG;Produto Y;6;2024-07-18 00:00:00;95,43
Loja A;RS;Produto V;8;2024-03-16 00:00:00;384,87
Loja D;PR;Produto X;14;2023-08-10 00:00:00;84,21
Loja B;RJ;Produto V;3;2023-01-25 00:00:00;489,88
Loja D;RJ;Produto X;16;2023-02-04 00:00:00;167,46
Loja E;RJ;Produto W;18;2024-10-30 00:00:00;460,14
Loja D;SP;Produto W;17;2023-12-09 00:00:00;334,52
Loja C;PR;Produto V;18;2024-01-01 00:00:00;320,72
Loja E;RJ;Produto Z;10;2024-10-18 00:00:00;458,53
Loja B;PR;Produto Z;17;2023-12-02 00:00:00;261,51
Loja C;RJ;Produto Y;16;2024-03-08 00:00:00;206,38
Loja D;MG;Produto Z;2;2024-04-01 00:00:00;116,64
Loja E;PR;Produto V;4;2024-04-23 00:00:00;80,82
Loja B;RS;Produto Z;11;2024-02-02 00:00:00;397,97
Loja C;SP;Produto Y;7;2023-12-09 00:00:00;72,69
Loja B;RS;Produto X;17;2024-11-21 00:00:00;203,07
Loja D;PR;Produto Z;19;2023-10-07 00:00:00;210,52
Loja B;RJ;Produto V;6;2023-12-18 00:00:00;335,6
Loja A;PR;Produto V;10;2023-07-16 00:00:00;146,47
Loja C;SP;Produto Y;4;2023-08-13 00:00:00;420,73
Loja B;PR;Produto Y;1;2023-02-16 00:00:00;111,67
Loja D;RJ;Produto W;7;2023-07-04 00:00:00;396,68
Loja D;RS;Produto W;16;2023-06-11 00:00:00;426,38
Loja B;MG;Produto W;17;2024-10-04 00:00:00;104,66
Loja D;RS;Produto X;5;2023-10-22 00:00:00;406,61
Loja E;RJ;Produto V;10;2023-04-02 00:00:00;359,73
Loja E;RJ;Produto W;7;2024-08-09 00:00:00;438,45
Loja E;SP;Produto V;13;2024-10-11 00:00:00;259,88
Loja A;PR;Produto Y;7;2023-06-17 00:00:00;124,59
Loja B;PR;Produto X;15;2023-09-15 00:00:00;456,9
Loja A;RS;Produto Y;17;2024-07-10 00:00:00;397,12
Loja D;MG;Produto V;3;2023-11-05 00:00:00;20,28
Loja A;MG;Produto W;5;2024-10-10 00:00:00;470,31
Loja D;SP;Produto Y;10;2024-09-06 00:00:00;474,78
Loja D;RJ;Produto Z;5;2023-05-09 00:00:00;184,1
Loja C;SP;Produto X;7;2024-11-03 00:00:00;14,91
Loja E;PR;Produto V;7;2024-07-03 00:00:00;280,74
Loja D;RJ;Produto W;14;2024-07-22 00:00:00;457,7
Loja C;SP;Produto Y;15;2023-06-10 00:00:00;70,98
Loja E;RS;Produto X;5;2023-06-25 00:00:00;299,35
Loja D;PR;Produto W;5;2023-10-15 00:00:00;368,57
Loja D;MG;Produto Y;4;2024-02-09 00:00:00;76
Loja A;SP;Produto V;9;2024-10-18 00:00:00;261,5
Loja A;PR;Produto Z;12;2024-08-02 00:00:00;53,51
Loja E;PR;Produto Z;16;2023-12-06 00:00:00;283,48
Loja D;MG;Produto V;8;2023-09-25 00:00:00;226,64
Loja B;MG;Produto X;9;2023-08-06 00:00:00;139,7
Loja A;MG;Produto V;12;2023-06-13 00:00:00;428,01
Loja E;SP;Produto Y;7;2024-11-21 00:00:00;197,08
Loja D;MG;Produto X;4;2024-01-26 00:00:00;352,91
Loja D;RS;Produto Z;3;2024-02-21 00:00:00;397,43
Loja B;PR;Produto Y;1;2023-02-17 00:00:00;97,53
Loja E;MG;Produto W;7;2023-07-13 00:00:00;68,37
Loja D;PR;Produto W;9;2024-12-18 00:00:00;13,84
Loja A;RJ;Produto W;2;2023-03-25 00:00:00;159,85
Loja B;RJ;Produto Z;7;2024-09-04 00:00:00;409,82
Loja E;MG;Produto V;10;2024-10-28 00:00:00;388,66
Loja B;PR;Produto X;2;2023-02-16 00:00:00;437,18
Loja A;RJ;Produto Z;13;2023-08-22 00:00:00;382,69
Loja E;MG;Produto Y;3;2023-10-26 00:00:00;21,76
Loja B;PR;Produto Y;13;2023-05-27 00:00:00;198,9
Loja C;MG;Produto W;10;2023-07-15 00:00:00;12,9
Loja A;PR;Produto X;12;2023-01-22 00:00:00;27,66
Loja A;RJ;Produto W;3;2023-07-13 00:00:00;244,49
Loja A;MG;Produto Y;6;2024-01-21 00:00:00;186,4
Loja C;RJ;Produto Y;3;2023-12-30 00:00:00;283,68
Loja C;MG;Produto V;2;2023-10-01 00:00:00;42,42
Loja D;SP;Produto V;14;2024-01-19 00:00:00;298,27
Loja B;RJ;Produto V;15;2023-07-27 00:00:00;41,85
Loja D;RJ;Produto W;18;2023-10-02 00:00:00;217,61
Loja B;RS;Produto X;19;2024-12-29 00:00:00;182,66
Loja C;RJ;Produto V;10;2024-05-10 00:00:00;119,73
Loja C;PR;Produto Z;17;2024-06-22 00:00:00;162,87
Loja D;MG;Produto V;17;2024-06-10 00:00:00;10,26
Loja E;SP;Produto W;19;2023-06-08 00:00:00;168,81
Loja D;PR;Produto X;4;2024-12-26 00:00:00;48,42
Loja B;PR;Produto V;11;2024-04-04 00:00:00;461,44
Loja D;PR;Produto X;17;2024-01-29 00:00:00;46,42
Loja A;PR;Produto Z;10;2024-03-14 00:00:00;477,02
Loja B;SP;Produto Y;17;2024-01-14 00:00:00;250,8
Loja B;RS;Produto X;12;2023-06-13 00:00:00;261,45
Loja E;RJ;Produto V;10;2024-09-30 00:00:00;396,18
Loja C;PR;Produto W;10;2023-11-26 00:00:00;350,74
Loja B;RJ;Produto W;6;2024-07-23 00:00:00;126,16
Loja C;RJ;Produto W;17;2023-05-27 00:00:00;22,48
Loja D;PR;Produto W;19;2023-04-20 00:00:00;391,44
Loja A;RS;Produto X;2;2024-01-29 00:00:00;73,57
Loja E;RJ;Produto W;4;2024-07-14 00:00:00;303,2
Loja C;MG;Produto Y;18;2023-07-01 00:00:00;471,89
Loja B;RJ;Produto Z;4;2024-07-26 00:00:00;279,23
Loja C;PR;Produto X;6;2024-03-18 00:00:00;149,93
Loja B;SP;Produto X;14;2023-05-10 00:00:00;97,61
Loja C;RJ;Produto W;7;2024-02-07 00:00:00;23,21
Loja B;RS;Produto W;12;2024-05-19 00:00:00;315,39
Loja D;MG;Produto X;2;2024-12-20 00:00:00;283,42
Loja B;MG;Produto W;18;2024-10-15 00:00:00;236,25
Loja B;SP;Produto W;13;2023-01-22 00:00:00;104,95
Loja A;SP;Produto W;13;2023-01-17 00:00:00;125,95
Loja B;RJ;Produto W;5;2024-09-25 00:00:00;479,68
Loja A;PR;Produto W;7;2023-10-09 00:00:00;20
Loja E;RS;Produto V;12;2023-08-15 00:00:00;188,08
Loja A;MG;Produto V;14;2024-02-24 00:00:00;29,02
Loja D;SP;Produto V;1;2024-01-08 00:00:00;103,87
Loja A;RS;Produto X;10;2023-10-28 00:00:00;467,24
Loja E;PR;Produto Z;9;2023-10-13 00:00:00;83,29
Loja D;MG;Produto X;10;2023-04-26 00:00:00;304,38
Loja C;MG;Produto V;7;2023-05-29 00:00:00;180
Loja C;PR;Produto X;16;2024-02-08 00:00:00;320,19
Loja A;MG;Produto Z;12;2024-11-12 00:00:00;427,55
Loja A;PR;Produto W;12;2023-03-31 00:00:00;150,41
Loja E;MG;Produto Y;19;2023-04-29 00:00:00;48,53
Loja E;RJ;Produto V;13;2024-11-26 00:00:00;110,05
Loja B;PR;Produto V;18;2023-04-03 00:00:00;225,15
Loja E;RS;Produto Z;3;2024-09-20 00:00:00;262,38
Loja B;RJ;Produto W;7;2024-03-22 00:00:00;471,53
Loja D;RS;Produto W;1;2023-11-08 00:00:00;17,89
Loja A;MG;Produto Y;3;2023-11-14 00:00:00;381,24
Loja D;RS;Produto W;14;2023-05-01 00:00:00;45,53
Loja E;RJ;Produto Z;4;2023-11-13 00:00:00;48,18
Loja D;PR;Produto W;19;2023-05-18 00:00:00;330,52
Loja D;SP;Produto Z;6;2024-10-21 00:00:00;455,38
Loja D;RS;Produto V;9;2023-10-11 00:00:00;150,97
Loja E;SP;Produto V;11;2024-10-15 00:00:00;141,96
Loja D;RS;Produto V;15;2024-06-03 00:00:00;312,68
Loja B;RS;Produto X;9;2024-05-19 00:00:00;390,38
Loja E;PR;Produto V;11;2024-01-26 00:00:00;435,79
Loja D;MG;Produto Z;10;2023-01-05 00:00:00;132,36
Loja E;RJ;Produto Y;2;2024-01-02 00:00:00;372,7
Loja C;RJ;Produto W;14;2024-05-06 00:00:00;160,53
Loja B;RJ;Produto V;4;2024-04-10 00:00:00;276,96
Loja D;MG;Produto X;2;2023-08-23 00:00:00;103,52
Loja C;SP;Produto X;5;2023-12-28 00:00:00;81,54
Loja C;RJ;Produto Z;14;2024-06-05 00:00:00;468,3
Loja E;SP;Produto Y;15;2023-08-30 00:00:00;278,13
Loja C;MG;Produto V;19;2024-03-17 00:00:00;12,25
Loja B;MG;Produto V;6;2023-07-07 00:00:00;398,78
Loja B;PR;Produto X;15;2024-02-08 00:00:00;348,53
Loja A;RJ;Produto Z;14;2024-03-02 00:00:00;169,68
Loja B;PR;Produto X;8;2024-02-17 00:00:00;237,34
Loja C;RJ;Produto X;12;2024-05-28 00:00:00;230,44
Loja B;MG;Produto Y;4;2023-06-03 00:00:00;144,64
Loja E;MG;Produto Z;6;2023-07-22 00:00:00;490,47
Loja A;RS;Produto Y;11;2023-08-05 00:00:00;276,5
Loja C;RS;Produto Z;7;2024-04-26 00:00:00;449,67
Loja A;MG;Produto V;4;2023-11-11 00:00:00;296,82
Loja C;MG;Produto W;15;2024-09-08 00:00:00;348,19
Loja E;SP;Produto W;1;2023-01-01 00:00:00;24,48
Loja A;SP;Produto Z;9;2024-05-17 00:00:00;260,79
Loja D;PR;Produto W;8;2023-10-05 00:00:00;363,43
Loja C;RS;Produto X;12;2023-07-13 00:00:00;69,71
Loja D;RS;Produto V;7;2023-09-05 00:00:00;342,38
Loja A;MG;Produto V;18;2023-03-29 00:00:00;51,29
Loja D;MG;Produto W;1;2024-03-09 00:00:00;405,44
Loja D;PR;Produto Z;9;2024-02-24 00:00:00;489,11
Loja A;RS;Produto X;7;2023-09-10 00:00:00;317,1
Loja E;SP;Produto Z;14;2024-03-04 00:00:00;47,77
Loja D;RJ;Produto W;1;2023-06-13 00:00:00;297,51
Loja D;PR;Produto V;13;2024-05-09 00:00:00;373,02
Loja E;RJ;Produto V;15;2023-06-11 00:00:00;467,22
Loja D;SP;Produto Z;5;2024-05-21 00:00:00;32,27
Loja D;SP;Produto Y;5;2023-09-22 00:00:00;389,77
Loja D;RJ;Produto Z;14;2023-04-20 00:00:00;74,97
Loja B;PR;Produto Y;14;2024-12-19 00:00:00;397,39
Loja E;RJ;Produto Z;14;2023-11-15 00:00:00;445,47
Loja D;PR;Produto Y;5;2023-05-12 00:00:00;432,01
Loja E;PR;Produto Y;11;2023-05-13 00:00:00;329,91
Loja C;MG;Produto Y;19;2024-01-29 00:00:00;255,38
Loja C;RS;Produto Y;5;2024-09-11 00:00:00;438,55
Loja D;RS;Produto X;4;2024-11-14 00:00:00;264,34
Loja E;SP;Produto Y;15;2024-07-05 00:00:00;103,15
Loja E;MG;Produto Y;7;2023-02-04 00:00:00;471,99
Loja E;RS;Produto V;5;2024-07-24 00:00:00;192,91
Loja B;PR;Produto X;15;2024-12-05 00:00:00;315,93
Loja C;PR;Produto Y;14;2024-12-22 00:00:00;107,58
Loja E;RJ;Produto W;3;2024-01-07 00:00:00;64,16
Loja E;RJ;Produto X;5;2023-01-31 00:00:00;280,01
Loja B;PR;Produto V;12;2023-06-23 00:00:00;281,75
Loja B;PR;Produto Z;14;2024-01-25 00:00:00;191,17
Loja E;RJ;Produto V;5;2024-12-10 00:00:00;162,75
Loja A;RS;Produto V;4;2023-04-16 00:00:00;193,35
Loja E;SP;Produto X;16;2023-10-02 00:00:00;399,62
Loja E;RJ;Produto X;7;2023-04-06 00:00:00;185,29
Loja B;RS;Produto W;3;2024-11-12 00:00:00;461,47
Loja B;RS;Produto W;4;2023-01-30 00:00:00;65,35
Loja E;RS;Produto X;6;2023-06-10 00:00:00;466,47
Loja E;MG;Produto X;3;2023-11-02 00:00:00;347,88
Loja E;MG;Produto X;1;2024-09-14 00:00:00;178,73
Loja B;RS;Produto Z;3;2024-12-24 00:00:00;13,36
Loja E;PR;Produto V;8;2023-07-15 00:00:00;403,19
Loja E;MG;Produto W;16;2024-08-30 00:00:00;484,97
Loja D;RJ;Produto W;7;2023-12-04 00:00:00;491,4
Loja A;MG;Produto Y;18;2023-05-18 00:00:00;217,47
Loja C;PR;Produto Z;9;2024-03-22 00:00:00;44,55
Loja A;SP;Produto X;3;2023-11-06 00:00:00;163,74
Loja D;MG;Produto X;18;2023-06-28 00:00:00;161,77
Loja C;RS;Produto Z;16;2023-12-03 00:00:00;60,17
Loja E;RS;Produto W;1;2023-08-22 00:00:00;267,11
Loja D;RS;Produto X;16;2023-09-06 00:00:00;306,24
Loja E;SP;Produto Y;12;2023-05-12 00:00:00;367,12
Loja B;PR;Produto W;6;2023-09-06 00:00:00;35
Loja D;RJ;Produto V;9;2024-03-30 00:00:00;144,94
Loja B;PR;Produto Z;13;2024-05-13 00:00:00;184,05
Loja D;SP;Produto W;12;2023-03-04 00:00:00;447,2
Loja D;RS;Produto V;13;2024-01-27 00:00:00;451,68
Loja B;PR;Produto Y;18;2023-09-14 00:00:00;137,39
Loja C;RJ;Produto Z;19;2023-09-05 00:00:00;248,79
Loja A;RS;Produto X;19;2023-09-21 00:00:00;218,13
Loja E;RJ;Produto X;19;2024-04-11 00:00:00;268,09
Loja D;MG;Produto V;6;2023-12-27 00:00:00;150,2
Loja E;RJ;Produto W;16;2024-01-28 00:00:00;236,83
Loja B;RS;Produto Y;7;2023-06-28 00:00:00;81,23
Loja E;MG;Produto V;7;2024-05-20 00:00:00;357,68
Loja B;RS;Produto Y;19;2024-05-13 00:00:00;191,17
Loja E;RS;Produto Y;16;2024-11-07 00:00:00;275,78
Loja A;MG;Produto Y;17;2024-08-25 00:00:00;306,25
Loja A;RJ;Produto Z;19;2024-12-04 00:00:00;419,9
Loja A;SP;Produto V;16;2023-10-19 00:00:00;50,06
Loja A;SP;Produto Z;16;2024-08-10 00:00:00;246,54
